"Thumb";"Name";"SKU";"Seller";"Revenue";"Lost profit";"Sales";"Balance";"Turnover days";"Frozen stocks percent";"Base price";"Basic Sale";"Basic Sale Price";"Price with WB wallet";"Comments Valuation";"Latest rating avg";"Comments";"Days in website";"Search cpm avg"
"https://basket-17.wbbasket.ru/vol2654/part265416/265416390/images/c246x328/1.webp";"Крем-бустер The Vita-A Retinal Shot Tightening Booster";265416390;"ИП Мари";649850;"21661,67";393;40;3;"0";3110;42;1804;1767;"4,9";"4,55";72;91;0
"https://basket-13.wbbasket.ru/vol2019/part201965/201965793/images/c246x328/1.webp";"Тонер для лица кремовый барьерный с церамидами";201965793;"ООО КО Экспо";631865;"0";348;119;11;"0";5544;68;1764;1728;"4,9";"4,73";222;299;248
"https://basket-17.wbbasket.ru/vol2725/part272564/272564273/images/c246x328/1.webp";"Сыворотка с экстрактом нони, 50 мл";272564273;"Lifecosm";603153;"565455,94";284;0;0;"0";8323;70;2463;2413;"4,8";"3";2331;66;0
"https://basket-13.wbbasket.ru/vol1950/part195004/195004232/images/c246x328/1.webp";"Восстанавливающий крем Celimax с церамидами 50 мл";195004232;"ИП Абрамова О П";574025;"61502,68";367;233;18;"0";2250;30;1565;1533;"4,9";"4,8";136;386;0
"https://basket-14.wbbasket.ru/vol2181/part218134/218134259/images/c246x328/1.webp";"Барьерный кремовый тонер для сухой кожи";218134259;"ООО Амрус";571652;"233857,64";311;0;0;"0";3782;59;1539;1508;"4,8";"4,33";151;166;0
"https://basket-10.wbbasket.ru/vol1519/part151988/151988984/images/c246x328/1.webp";"Celimax Сыворотка The Real Noni Energy Ampoule 30 мл";151988984;"ООО Сдэк Южный Урал";568382;"0";359;584;50;"10,79";8595;80;1653;1619;"4,8";"4,87";1187;646;217
"https://basket-13.wbbasket.ru/vol2025/part202549/202549781/images/c246x328/1.webp";"Пузырьковая пенка для умывания и очищения The Real Noni";202549781;"Lifecosm";562401;"60257,25";439;416;27;"0";12707;88;1504;1473;"4,8";"4,26";948;328;382
"https://basket-16.wbbasket.ru/vol2612/part261265/261265970/images/c246x328/1.webp";"Тоник для лица Dual Barrier Creamy Toner";261265970;"Осоо Корея Глобал";562346;"164017,58";413;0;0;"0";3800;63;1406;1377;"5";"4,82";60;97;0
"https://basket-10.wbbasket.ru/vol1559/part155948/155948355/images/c246x328/1.webp";"Укрепляющая сыворотка для лица барьер 30 мл";155948355;"Lifecosm";559186;"59912,79";353;196;16;"0";4742;62;1789;1753;"4,8";"4,8";2331;589;550
"https://basket-17.wbbasket.ru/vol2637/part263730/263730548/images/c246x328/1.webp";"Успокаивающие пэды с кислотами, 60 штук";263730548;"Lifecosm";530524;"383156,22";320;319;18;"0";5233;54;2400;2352;"4,9";"4,69";145;77;0
"https://basket-17.wbbasket.ru/vol2637/part263714/263714947/images/c246x328/1.webp";"Гель для умывания Dual Barrier Mild Gel Cleanser, 200 мл";263714947;"Lifecosm";529102;"56689,5";376;566;42;"0";4483;57;1924;1885;"4,8";"4,73";948;88;750
"https://basket-17.wbbasket.ru/vol2660/part266040/266040581/images/c246x328/1.webp";"Сыворотка The Vita−A Retinol Shot Tightening Serum";266040581;"ИП Усукеева";523366;"125607,84";279;126;11;"0";2620;26;1938;1899;"4,8";"4,33";81;89;0
"https://basket-15.wbbasket.ru/vol2365/part236553/236553819/images/c246x328/1.webp";"Сыворотка для лица с экстрактом нони";236553819;"MD Shop";469444;"258194,2";352;436;25;"0";2400;44;1332;1305;"4,8";"4,26";350;196;271
"https://basket-17.wbbasket.ru/vol2817/part281701/281701017/images/c246x328/1.webp";"Крем-Бустер с микроиглами и ретинолом Vita-A RetinAl Shot";281701017;"ИП Женишбекова А Ж";455252;"552806";279;257;13;"0";2960;44;1642;1609;"4,9";"5";416;35;250
"https://basket-10.wbbasket.ru/vol1559/part155960/155960513/images/c246x328/1.webp";"Эссенция для контроля себума, 30 мл";155960513;"Lifecosm";443207;"30566";354;167;14;"0";3950;59;1607;1574;"4,8";"4,07";2331;589;501
"https://basket-12.wbbasket.ru/vol1908/part190808/190808723/images/c246x328/1.webp";"Крем Celimax с нони The Real Noni Energy Repair Cream 50 мл";190808723;"ИП Абрамова О П";441181;"30426,28";304;313;30;"0";2050;29;1441;1412;"4,8";"4,8";625;401;0
"https://basket-10.wbbasket.ru/vol1559/part155933/155933766/images/c246x328/1.webp";"Крем-лосьон с экстрактом нони, 150 мл";155933766;"Lifecosm";437318;"30159,86";309;587;55;"18,4";5800;69;1759;1723;"4,9";"4,4";268;589;750
"https://basket-17.wbbasket.ru/vol2632/part263216/263216765/images/c246x328/1.webp";"Восстанавливающий тонер для лица Celimax Корея 150 мл";263216765;"ИП I Like";398915;"116350,21";292;0;0;"0";3364;50;1678;1644;"4,8";"4,33";69;99;0
